// List of Teams and their ID's:
//592 => ID of Tohoku Golden Eagles
//589 => ID of Chiba Marines
//584 => ID of Tokyo Swallows
//585 => ID of Saitama Lions
//587 => ID of Tokyo Giants
//593 => ID of Yokohama DeNA Bay Stars
//590 => ID of Osaka Tigers
//591 => ID of Osaka Buffaloes
//588 => ID of Hiroshima Toyo Carp
//583 => ID of Hokkaido Fighters
//594 => ID of Aichi Dragons
//586 => ID of Fukuoka Hawks
//
//
//id, del, team_id, Team Name, League Name, LastName, FirstName, NickName, UniformNumber, DayOB, MonthOB, YearOB, NationalityID, Nation, CityID, City, facial_type, Height (cm), Weight (kg), Bats, Throws, Position, ML Service, 40 man roster service, pro years, options used, Contact vL, Gap vL, Power vL, Eye vL, Avoid K vL, BABIP vL, Contract Vr, Gap Vr, Power vR, Eye vR, Ks vR, BABIP vR, Contact Pot, Gap Pot, Power Pot, Eye Pot, Ks Pot, BABIP Pot, HBP, GB Batter type, FB Batter type, speed, steal rate, steal, running, sac bunt, bunt hit,Move vL, Control vL, Movement vR, Control vR, Move Pot, Control Pot, HBP, WP, Balk, Stamina, Hold, GB%, Velocity, ArmSlot, Infield Range, Infield Error, Infield Arm, DP, CatcherAbil, Catcher Arm, OF Range, OF Error, OF Arm, PExp, CExp, 1bExp, 2bExp, 3bExp, ssExp, LFExp, CFExp, RFExp, use expected, expected level, expected ab, expected avg, expected 2b, expected 3b, expected hr, expected bb, expected k, expected hbp, contract y1, contract y2, contract y3, contract y4, contract y5, contract y6, contract y7, contract y8, contract y9, contract y10, contract current year (0 = first year), extension y1, extension y2, extension y3, extension y4, extension y5, extension y6, extension y7, extension y8, extension y9, extension y10, greed, loyalty, play_for_winner, work_ethic, intelligence, leader ability, Stuff Overall, Stuff R/L split, Stuff Pot., Fastball (scale: 0-5), Slider, Curveball, Changeup, Cutter, Sinker, Splitter, Forkball, Screwball, Circlechange, Knucklecurve, Knuckleball, Fastball Pot.(scale: 0-5), Slider Pot., Curveball Pot., Changeup Pot., Cutter Pot., Sinker Pot., Splitter Pot., Forkball Pot., Screwball Pot., Circlechange Pot., Knucklecurve Pot., Knuckleball Pot., Hitter 3B/2B ratio, pbabip, lahman_id, bbref_id, bbrefminors_id, twitter_handle, Catcher Framing, Velo Pot
53066,0,592,Tohoku Golden Eagles,Japanese Professional Baseball,Ogoh,Yuya,,51,3,8,1996,98,Japan,40517,Kurashiki,2,178,187,2,1,7,312,312,2,0,233,171,290,317,140,282,233,191,289,317,140,281,347,186,318,418,143,458,4,0,0,97,159,152,79,115,68,2,2,2,2,2,2,4,4,3,0,0,31,0,4,45,67,98,34,0,0,89,82,99,0,0,0,0,0,0,150,0,0,0,8,550,.220,9,1,9,56,207,4,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,87,111,117,129,90,1,1.0000,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,316,ogo---000yuy,,ogo---000yuy,,0,0
53071,0,605,Tohoku Golden Eagles,Ni-Gun League,Tatsumi,Ryosuke,,8,27,12,1996,98,Japan,35966,Kobe,2,180,163,2,1,8,435,435,2,0,276,238,295,293,157,361,276,295,294,292,158,355,280,281,309,354,265,299,4,0,0,95,154,155,78,113,113,2,2,2,2,2,2,4,5,4,1,0,27,0,3,128,86,148,128,0,0,158,116,178,0,0,0,0,0,0,0,200,150,0,6,550,.202,13,1,8,40,161,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,115,116,92,126,101,1,1.0000,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,319,tatsum000ryo,,tatsum000ryo,,0,0
53072,0,605,Tohoku Golden Eagles,Ni-Gun League,Watanabe,Yoshiaki,,48,8,1,1997,98,Japan,88034,Yokohama,2,180,174,2,1,4,373,373,2,0,290,238,147,251,213,334,292,257,147,250,216,330,375,252,35,288,452,268,5,1,1,68,57,8,59,98,38,2,2,2,2,2,2,5,5,4,1,0,30,0,4,142,114,113,128,0,0,145,98,118,0,0,100,150,150,175,110,160,150,0,6,550,.224,14,1,0,28,78,5,280000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,111,103,100,79,108,1,1.0000,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,317,watana000yos,,watana000yos,,0,0
53070,0,605,Tohoku Golden Eagles,Ni-Gun League,Suzuki,Sora,,56,19,8,1996,98,Japan,88034,Yokohama,2,185,181,2,2,12,5,5,2,0,37,64,2,26,41,7,37,62,2,24,41,7,37,62,2,25,41,7,7,0,0,1,2,1,1,27,2,291,196,294,199,259,220,7,12,1,37,105,33,10,3,19,19,57,4,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,6,550,.289,0,0,28,96,97,7,880000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,110,61,111,104,94,427,1.1380,351,349,301,0,349,0,0,0,0,0,0,0,0,349,301,0,349,0,0,0,0,0,0,0,0,0,374,suzuki000sor,,suzuki000sor,,0,9
53081,0,605,Tohoku Golden Eagles,Ni-Gun League,Itoh,Yukiya,,4,30,8,1996,98,Japan,77661,Tokyo,2,181,209,1,1,3,203,203,2,0,255,202,283,225,137,353,255,191,282,223,138,352,155,194,248,178,163,155,13,2,2,83,108,116,65,138,70,2,2,2,2,2,2,13,15,21,1,0,44,2,2,58,76,96,34,7,2,70,56,59,0,0,150,0,0,0,0,0,0,0,6,550,.154,7,0,5,13,195,13,190000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,96,60,81,70,64,1,1.0000,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,307,ito---001yuk,,ito---001yuk,@Yukiya0830,7,2
156178,0,592,Tohoku Golden Eagles,Japanese Professional Baseball,Hsiao,Chi,,24,4,1,2006,98,Japan,0,,2,197,216,1,1,12,0,0,0,0,20,20,1,1,1,1,20,20,1,1,1,1,161,20,156,157,107,202,8,0,0,1,1,1,1,121,8,185,166,186,168,392,369,8,5,1,66,93,47,8,4,26,22,72,19,4,7,85,94,86,200,0,0,0,0,0,0,0,0,0,8,550,.292,0,0,36,114,97,8,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,138,118,138,119,176,349,1.0158,402,0,350,350,350,350,0,350,0,0,0,184,0,0,350,350,350,350,0,350,0,0,0,184,0,0,403,hsiao-000chi,,hsiao-000chi,,7,13
156180,0,592,Tohoku Golden Eagles,Japanese Professional Baseball,Nakashima,Daisuke,,4,4,6,2001,98,Japan,0,,2,180,172,2,1,4,0,0,0,0,297,380,273,198,211,319,297,371,272,200,213,315,386,373,402,393,401,376,15,1,2,95,153,144,78,83,5,1,1,1,1,293,48,15,15,30,1,1,47,1,2,129,98,61,131,3,8,107,92,87,0,0,0,200,0,82,0,0,0,0,8,550,.318,34,4,0,15,48,15,370000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,112,48,109,174,103,1,1.0000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,nakash000dai,,nakash000dai,,1,9
156184,0,592,Tohoku Golden Eagles,Japanese Professional Baseball,Tanaka,Chiharu,,41,21,9,2000,98,Japan,0,,2,189,187,1,1,12,0,0,0,0,20,18,1,1,1,1,20,19,1,1,1,1,113,19,154,203,82,145,6,0,0,1,1,1,1,194,6,163,197,165,199,382,393,6,4,0,28,75,25,6,4,48,47,67,6,4,6,76,97,68,200,0,0,0,0,0,0,0,0,0,8,550,.347,0,0,83,109,106,6,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,33,131,113,105,21,252,1.0067,398,405,405,0,0,0,0,0,0,0,0,0,0,405,405,0,0,0,0,0,0,0,0,0,0,0,403,tanaka001chi,,tanaka001chi,,4,10
156186,0,592,Tohoku Golden Eagles,Japanese Professional Baseball,Kutani,Ryu,,4,5,11,1999,98,Japan,0,,2,177,176,2,1,12,0,0,0,0,20,47,1,1,1,1,20,49,1,1,1,1,170,48,135,218,99,226,6,0,0,1,1,1,1,167,23,215,195,215,195,375,375,6,5,2,82,94,47,8,3,45,47,163,6,22,25,107,85,121,200,0,0,0,0,0,0,0,0,0,8,550,.292,0,0,32,104,89,6,90000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,106,111,112,189,110,318,.9871,376,293,0,0,293,0,293,233,0,0,0,0,0,294,0,0,294,0,294,234,0,0,0,0,0,0,401,kutani000ryu,,kutani000ryu,,22,13
156197,0,605,Tohoku Golden Eagles,Ni-Gun League,Koja,Tatsuki,,13,18,8,2001,98,Japan,0,,2,182,165,2,2,11,0,0,0,0,20,27,1,1,1,1,20,29,1,1,1,1,36,29,164,340,20,25,5,0,0,1,1,1,1,143,16,252,209,255,212,396,383,5,4,0,97,18,33,10,4,63,62,69,6,10,1,80,88,69,200,0,0,0,0,0,0,0,0,0,6,550,.308,0,0,45,124,90,5,395000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,199,71,123,112,88,357,.9448,281,270,0,270,270,0,270,270,0,0,0,0,0,255,0,255,255,0,255,255,0,0,0,0,0,0,398,koja--000tat,,koja--000tat,,3,9
156215,0,605,Tohoku Golden Eagles,Ni-Gun League,Waters,RikaiJyumile,,31,14,10,2005,98,Japan,0,,2,178,168,1,1,4,0,0,0,0,120,58,57,118,91,132,119,56,57,120,92,131,149,57,52,210,100,176,11,1,2,55,71,68,50,163,22,1,1,1,1,335,297,11,3,0,1,1,47,1,3,53,39,124,19,7,2,81,90,114,200,0,0,0,0,0,0,0,0,0,6,550,.271,5,0,0,11,48,11,55000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,148,129,73,122,91,225,1.0000,390,252,0,0,311,311,311,0,0,0,0,0,0,245,0,0,306,306,306,0,0,0,0,0,0,0,401,waters000rik,,waters000rik,,6,14
156217,0,605,Tohoku Golden Eagles,Ni-Gun League,Matsuda,Takuma,,16,26,2,2002,98,Japan,0,,2,186,163,1,1,11,0,0,0,0,20,13,1,1,1,1,20,14,1,1,1,1,156,14,47,270,95,195,5,1,2,1,1,1,1,130,12,301,210,304,213,389,403,5,5,1,72,71,45,9,2,59,42,90,17,1,1,88,94,85,200,0,0,0,0,0,0,0,0,0,6,550,.287,0,0,26,165,85,5,70000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,73,81,169,78,74,327,1.0363,301,279,279,0,279,0,279,0,0,0,0,0,0,279,279,0,279,0,279,0,0,0,0,0,0,0,399,matsud001tak,,matsud001tak,,3,9
156236,0,592,Tohoku Golden Eagles,Japanese Professional Baseball,Aono,Takumi,Sooky,11,26,7,2005,98,Japan,0,,2,180,187,1,1,3,0,0,0,0,129,363,55,135,79,158,129,371,55,135,79,158,348,369,491,535,225,428,15,0,0,24,5,10,1,75,4,1,1,1,1,239,18,15,15,30,1,1,47,1,3,50,50,56,50,2,3,52,95,69,0,0,200,0,0,0,0,0,0,0,8,550,.295,31,2,1,14,48,15,52000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,83,104,158,125,77,1,1.0000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,aono--002tak,,aono--002tak,,3,6
156251,0,605,Tohoku Golden Eagles,Ni-Gun League,Shigenaga,Akira,,10,25,4,2003,98,Japan,0,,2,174,194,1,1,7,0,0,0,0,150,275,105,150,155,150,150,284,105,150,155,150,388,282,313,367,395,386,15,0,0,92,85,88,95,99,18,1,1,1,1,127,80,15,15,30,1,1,47,1,3,28,32,28,6,19,20,103,142,55,0,0,0,0,0,0,170,65,200,0,6,550,.146,10,1,1,10,198,15,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,173,85,123,77,138,1,1.0000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,shigen000aki,,shigen000aki,,14,2
156269,0,605,Tohoku Golden Eagles,Ni-Gun League,Yang,Po-Hsiang,,22,23,1,2005,98,Japan,0,,2,174,165,2,1,4,0,0,0,0,181,44,85,146,122,217,181,41,85,148,122,215,102,42,87,180,76,125,5,0,0,73,112,104,60,46,18,1,1,1,1,365,242,5,2,1,1,1,47,1,4,40,31,113,56,1,7,122,103,119,200,0,0,0,0,0,0,0,0,0,6,550,.310,5,0,0,13,48,5,55000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,147,120,74,50,94,161,1.0000,326,248,248,0,0,248,0,203,0,0,0,0,0,266,266,0,0,266,0,215,0,0,0,0,0,0,398,yang--000po-,,yang--000po-,,7,11
67657,0,605,Tohoku Golden Eagles,Ni-Gun League,Yoshino,Soshi,,9,27,10,2003,98,Japan,82513,Urayasu,2,186,172,1,1,2,0,0,1,0,182,157,189,171,99,253,182,154,189,171,99,250,364,395,332,280,347,386,11,2,2,71,90,96,54,110,71,5,12,10,6,10,9,11,13,29,3,0,44,1,3,39,49,62,25,62,83,106,108,112,0,150,0,0,0,0,150,0,150,0,6,550,.134,5,0,1,8,212,11,79000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,94,83,80,100,79,1,1.0000,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,311,yoshin000sos,,yoshin000sos,,62,1
67686,0,605,Tohoku Golden Eagles,Ni-Gun League,Yasuda,Yuma,,55,3,3,2000,98,Japan,35966,Kobe,2,185,231,2,1,2,0,0,1,0,209,181,232,283,115,287,209,191,231,285,116,283,213,189,207,201,230,208,11,2,2,31,6,13,1,125,53,4,8,9,4,7,6,11,13,29,2,0,42,1,4,35,63,102,36,85,134,75,73,125,0,150,150,0,0,0,0,0,0,0,6,550,.172,8,0,4,16,173,11,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,101,50,99,100,82,1,1.0000,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,313,yasuda000yum,,yasuda000yum,,85,1
67688,0,605,Tohoku Golden Eagles,Ni-Gun League,Tai,Katsutoshi,,59,11,11,2003,98,Japan,95466,Setouchi,2,172,181,1,2,12,0,0,1,0,139,100,7,82,146,134,139,100,7,82,146,134,139,100,7,82,146,134,12,0,0,38,10,33,71,52,33,189,184,191,187,227,280,12,11,2,34,81,28,6,3,45,40,128,50,1,3,10,30,56,150,0,0,0,0,0,0,0,0,0,6,550,.342,0,0,55,148,66,12,75000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,119,48,61,115,81,258,1.0000,377,213,213,213,213,213,0,0,0,0,0,0,0,392,346,346,346,346,0,0,0,0,0,0,0,0,367,tai---000kat,,tai---000kat,,1,9
67687,0,605,Tohoku Golden Eagles,Ni-Gun League,Maeda,Ginji,,36,19,11,2003,98,Japan,50701,Mishima,4,182,216,1,1,7,0,0,1,0,153,138,198,154,158,154,148,134,188,147,153,144,305,291,344,348,316,295,11,2,2,73,76,77,67,123,71,5,7,7,10,6,10,11,13,22,4,0,40,1,3,55,41,69,14,2,2,103,111,112,0,0,0,0,0,0,150,0,150,0,6,550,.148,5,0,3,10,198,11,52500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,118,114,65,93,109,1,1.0000,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,313,maeda-000gin,,maeda-000gin,,2,1
67690,0,605,Tohoku Golden Eagles,Ni-Gun League,Nishigaki,Masaya,,49,21,6,1999,98,Japan,92895,Asago,2,184,194,2,1,12,0,0,1,0,100,167,5,80,92,103,100,167,5,80,92,103,100,167,5,80,92,103,5,0,0,10,13,12,5,39,1,260,198,263,200,275,298,5,7,2,37,103,33,10,3,32,63,96,36,2,3,20,47,61,150,0,0,0,0,0,0,0,0,0,6,550,.294,0,0,25,70,83,5,370000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,84,77,114,77,91,379,1.0000,300,248,0,248,248,248,0,0,248,0,0,0,0,250,0,250,250,250,0,0,250,0,0,0,0,0,373,nishig000mas,,nishig000mas,,2,10
67711,0,605,Tohoku Golden Eagles,Ni-Gun League,Komori,Kohtaro,,59,30,4,2003,98,Japan,88228,Yamaguchi,2,173,183,1,1,6,0,0,1,0,198,128,180,163,168,179,198,125,179,163,169,178,404,272,195,276,456,336,10,1,1,73,114,102,60,132,35,13,7,14,7,13,15,10,12,30,4,0,43,2,4,109,118,85,104,3,4,74,83,90,0,0,0,150,150,150,0,0,0,0,6,550,.155,5,0,1,8,163,10,85000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,115,54,94,93,63,1,1.0000,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,311,komori000koh,,komori000koh,,3,2
67710,0,605,Tohoku Golden Eagles,Ni-Gun League,Shibata,Daichi,,41,7,11,1997,98,Japan,77661,Tokyo,2,180,207,1,1,12,0,0,1,0,154,77,10,122,171,138,154,77,10,122,171,138,154,77,10,122,171,138,13,0,0,38,10,21,83,142,38,161,183,162,186,318,106,13,12,3,28,38,25,6,3,43,39,87,32,2,4,16,39,47,200,0,0,0,0,0,0,0,0,0,6,550,.283,0,0,20,142,90,13,90000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,88,108,93,92,87,241,1.0000,322,300,206,0,0,0,0,0,206,0,0,0,0,300,206,0,0,0,0,0,206,0,0,0,0,0,377,shibat000dai,,shibat000dai,,2,12
