// List of Teams and their ID's:
//592 => ID of Tohoku Golden Eagles
//589 => ID of Chiba Marines
//584 => ID of Tokyo Swallows
//585 => ID of Saitama Lions
//587 => ID of Tokyo Giants
//593 => ID of Yokohama DeNA Bay Stars
//590 => ID of Osaka Tigers
//591 => ID of Osaka Buffaloes
//588 => ID of Hiroshima Toyo Carp
//583 => ID of Hokkaido Fighters
//594 => ID of Aichi Dragons
//586 => ID of Fukuoka Hawks
//
//
//id, del, team_id, Team Name, League Name, LastName, FirstName, NickName, UniformNumber, DayOB, MonthOB, YearOB, NationalityID, Nation, CityID, City, facial_type, Height (cm), Weight (kg), Bats, Throws, Position, ML Service, 40 man roster service, pro years, options used, Contact vL, Gap vL, Power vL, Eye vL, Avoid K vL, BABIP vL, Contract Vr, Gap Vr, Power vR, Eye vR, Ks vR, BABIP vR, Contact Pot, Gap Pot, Power Pot, Eye Pot, Ks Pot, BABIP Pot, HBP, GB Batter type, FB Batter type, speed, steal rate, steal, running, sac bunt, bunt hit,Move vL, Control vL, Movement vR, Control vR, Move Pot, Control Pot, HBP, WP, Balk, Stamina, Hold, GB%, Velocity, ArmSlot, Infield Range, Infield Error, Infield Arm, DP, CatcherAbil, Catcher Arm, OF Range, OF Error, OF Arm, PExp, CExp, 1bExp, 2bExp, 3bExp, ssExp, LFExp, CFExp, RFExp, use expected, expected level, expected ab, expected avg, expected 2b, expected 3b, expected hr, expected bb, expected k, expected hbp, contract y1, contract y2, contract y3, contract y4, contract y5, contract y6, contract y7, contract y8, contract y9, contract y10, contract current year (0 = first year), extension y1, extension y2, extension y3, extension y4, extension y5, extension y6, extension y7, extension y8, extension y9, extension y10, greed, loyalty, play_for_winner, work_ethic, intelligence, leader ability, Stuff Overall, Stuff R/L split, Stuff Pot., Fastball (scale: 0-5), Slider, Curveball, Changeup, Cutter, Sinker, Splitter, Forkball, Screwball, Circlechange, Knucklecurve, Knuckleball, Fastball Pot.(scale: 0-5), Slider Pot., Curveball Pot., Changeup Pot., Cutter Pot., Sinker Pot., Splitter Pot., Forkball Pot., Screwball Pot., Circlechange Pot., Knucklecurve Pot., Knuckleball Pot., Hitter 3B/2B ratio, pbabip, lahman_id, bbref_id, bbrefminors_id, twitter_handle, Catcher Framing, Velo Pot
53066,0,592,Tohoku Golden Eagles,Japanese Professional Baseball,Ogoh,Yuya,,51,3,3,1996,98,Japan,0,,0,178,187,3,3,7,515,0,0,0,233,458,3,3,3,3,233,31,3,3,3,3,347,31,318,418,143,458,0,0,0,3,3,3,3,115,0,2,2,2,2,2,2,0,4,3,0,0,31,8,4,45,9,98,8,0,0,89,82,56,0,0,0,0,0,0,0,0,0,0,8,550,.220,0,0,9,56,207,0,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,87,111,117,129,90,1,1.0000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,ogo---000yuy,,ogo---000yuy,,0,0
53071,0,605,Tohoku Golden Eagles,Ni-Gun League,Tatsumi,Ryosuke,,8,27,4,1996,98,Japan,0,,0,180,163,4,4,8,929,0,0,0,276,299,4,4,4,4,276,27,4,4,4,4,280,27,309,354,265,299,0,0,0,4,4,4,4,113,0,2,2,2,2,2,2,0,3,4,1,0,27,6,3,128,8,148,6,0,0,158,116,40,0,0,0,0,0,0,0,0,0,0,6,550,.202,0,0,8,40,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,115,116,92,126,101,1,1.0000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,tatsum000ryo,,tatsum000ryo,,0,0
53072,0,605,Tohoku Golden Eagles,Ni-Gun League,Watanabe,Yoshiaki,,48,8,4,1997,98,Japan,0,,0,180,174,4,4,4,389,0,0,0,292,268,4,4,4,4,292,30,4,4,4,4,375,30,35,288,452,268,0,0,0,4,4,4,4,98,0,2,2,2,2,2,2,0,4,4,1,0,30,6,4,142,0,113,6,0,0,145,98,28,0,0,0,0,0,0,0,0,0,0,6,550,.224,0,0,0,28,78,0,280000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,111,103,100,79,108,1,1.0000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,watana000yos,,watana000yos,,0,0
53070,0,605,Tohoku Golden Eagles,Ni-Gun League,Suzuki,Sora,,56,19,1,1996,98,Japan,0,,0,185,181,1,1,12,510,0,0,0,37,7,1,1,1,1,37,33,1,1,1,1,37,33,2,25,41,7,9,0,0,1,1,1,1,27,9,291,196,294,199,259,220,9,3,1,37,105,33,6,3,19,28,57,6,0,9,0,0,96,150,0,0,0,0,0,0,0,0,0,6,550,.289,0,0,28,96,97,9,880000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,110,61,111,104,94,427,1.1380,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,suzuki000sor,,suzuki000sor,,0,9
53081,0,605,Tohoku Golden Eagles,Ni-Gun League,Itoh,Yukiya,@Yukiya0830,4,30,21,1996,98,Japan,0,@Yukiya0830,7,181,209,21,21,3,236,0,0,0,255,155,21,21,21,21,255,44,21,21,21,21,155,44,248,178,163,155,2,0,0,21,21,21,21,138,2,2,2,2,2,2,2,2,2,21,1,0,44,6,2,58,5,96,6,7,2,70,56,13,0,0,0,0,0,0,0,0,0,0,6,550,.154,0,0,5,13,195,2,190000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,96,60,81,70,64,1,1.0000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,ito---001yuk,@Yukiya0830,ito---001yuk,@Yukiya0830,7,2
156178,0,592,Tohoku Golden Eagles,Japanese Professional Baseball,Hsiao,Chi,,24,4,1,2006,98,Japan,0,,7,197,216,1,1,12,0,0,0,0,20,202,1,1,1,1,20,47,1,1,1,1,161,47,156,157,107,202,13,0,0,1,1,1,1,121,13,185,166,186,168,392,369,13,4,1,66,93,47,8,4,26,36,72,8,4,13,85,94,114,200,0,0,0,0,0,0,0,0,0,8,550,.292,0,0,36,114,97,13,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,138,118,138,119,176,349,1.0158,402,350,0,0,350,0,350,350,0,0,0,0,0,350,0,0,350,0,350,350,0,0,0,0,0,0,403,hsiao-000chi,,hsiao-000chi,,7,13
156180,0,592,Tohoku Golden Eagles,Japanese Professional Baseball,Nakashima,Daisuke,,4,4,30,2001,98,Japan,0,,1,180,172,30,30,4,172,0,0,0,297,376,30,30,30,30,297,47,30,30,30,30,386,47,402,393,401,376,9,0,0,30,30,30,30,83,9,1,1,1,1,293,48,9,2,30,1,1,47,8,2,129,0,61,8,3,9,107,92,15,0,0,0,0,0,0,0,0,0,0,8,550,.318,0,0,0,15,48,9,370000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,112,48,109,174,103,1,1.0000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,nakash000dai,,nakash000dai,,1,9
156184,0,592,Tohoku Golden Eagles,Japanese Professional Baseball,Tanaka,Chiharu,,41,21,0,2000,98,Japan,0,,4,189,187,0,0,12,84,0,0,0,20,145,0,0,0,0,20,25,0,0,0,0,113,25,154,203,82,145,10,0,0,0,0,0,0,194,10,163,197,165,199,382,393,10,4,0,28,75,25,8,4,48,83,67,8,4,10,76,97,109,200,0,0,0,0,0,0,0,0,0,8,550,.347,0,0,83,109,106,10,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,33,131,113,105,21,252,1.0067,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,tanaka001chi,,tanaka001chi,,4,10
156186,0,592,Tohoku Golden Eagles,Japanese Professional Baseball,Kutani,Ryu,,4,5,2,1999,98,Japan,0,,22,177,176,2,2,12,0,0,0,0,20,226,2,2,2,2,20,47,2,2,2,2,170,47,135,218,99,226,13,0,0,2,2,2,2,167,13,215,195,215,195,375,375,13,3,2,82,94,47,8,3,45,32,163,8,22,13,107,85,104,200,0,0,0,0,0,0,0,0,0,8,550,.292,0,0,32,104,89,13,90000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,106,111,112,189,110,318,.9871,376,233,0,0,233,0,233,233,0,0,0,0,0,234,0,0,234,0,234,234,0,0,0,0,0,0,401,kutani000ryu,,kutani000ryu,,22,13
156197,0,605,Tohoku Golden Eagles,Ni-Gun League,Koja,Tatsuki,,13,18,0,2001,98,Japan,0,,3,182,165,0,0,11,209,0,0,0,20,25,0,0,0,0,20,33,0,0,0,0,36,33,164,340,20,25,9,0,0,0,0,0,0,143,9,252,209,255,212,396,383,9,4,0,97,18,33,6,4,63,45,69,6,10,9,80,88,124,200,0,0,0,0,0,0,0,0,0,6,550,.308,0,0,45,124,90,9,395000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,199,71,123,112,88,357,.9448,281,270,0,0,270,0,270,270,0,0,0,0,0,255,0,0,255,0,255,255,0,0,0,0,0,0,398,koja--000tat,,koja--000tat,,3,9
156215,0,605,Tohoku Golden Eagles,Ni-Gun League,Waters,RikaiJyumile,,31,14,0,2005,98,Japan,0,,6,178,168,0,0,4,0,0,0,0,119,176,0,0,0,0,119,47,0,0,0,0,149,47,52,210,100,176,14,0,0,0,0,0,0,163,14,1,1,1,1,335,297,14,3,0,1,1,47,6,3,53,0,124,6,7,14,81,90,11,200,0,0,0,0,0,0,0,0,0,6,550,.271,0,0,0,11,48,14,55000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,148,129,73,122,91,225,1.0000,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,waters000rik,,waters000rik,,6,14
156217,0,605,Tohoku Golden Eagles,Ni-Gun League,Matsuda,Takuma,,16,26,1,2002,98,Japan,0,,3,186,163,1,1,11,20,0,0,0,20,195,1,1,1,1,20,45,1,1,1,1,156,45,47,270,95,195,9,0,0,1,1,1,1,130,9,301,210,304,213,389,403,9,2,1,72,71,45,6,2,59,26,90,6,1,9,88,94,165,200,0,0,0,0,0,0,0,0,0,6,550,.287,0,0,26,165,85,9,70000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,73,81,169,78,74,327,1.0363,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,matsud001tak,,matsud001tak,,3,9
156236,0,592,Tohoku Golden Eagles,Japanese Professional Baseball,Aono,Takumi,,11,26,30,2005,98,Japan,0,,3,180,187,30,30,3,0,0,0,0,129,428,30,30,30,30,129,47,30,30,30,30,348,47,491,535,225,428,6,0,0,30,30,30,30,75,6,1,1,1,1,239,18,6,3,30,1,1,47,8,3,50,1,56,8,2,6,52,95,14,0,0,0,0,0,0,0,0,0,0,8,550,.295,0,0,1,14,48,6,52000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,83,104,158,125,77,1,1.0000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,aono--002tak,,aono--002tak,,3,6
156251,0,605,Tohoku Golden Eagles,Ni-Gun League,Shigenaga,Akira,,10,25,30,2003,98,Japan,0,,14,174,194,30,30,7,0,0,0,0,150,386,30,30,30,30,150,47,30,30,30,30,388,47,313,367,395,386,2,0,0,30,30,30,30,99,2,1,1,1,1,127,80,2,3,30,1,1,47,6,3,28,1,28,6,19,2,103,142,10,0,0,0,0,0,0,0,0,0,0,6,550,.146,0,0,1,10,198,2,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,173,85,123,77,138,1,1.0000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,shigen000aki,,shigen000aki,,14,2
156269,0,605,Tohoku Golden Eagles,Ni-Gun League,Yang,Po-Hsiang,,22,23,1,2005,98,Japan,0,,7,174,165,1,1,4,2,0,0,0,181,125,1,1,1,1,181,47,1,1,1,1,102,47,87,180,76,125,11,0,0,1,1,1,1,46,11,1,1,1,1,365,242,11,4,1,1,1,47,6,4,40,0,113,6,1,11,122,103,13,200,0,0,0,0,0,0,0,0,0,6,550,.310,0,0,0,13,48,11,55000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,147,120,74,50,94,161,1.0000,326,203,0,0,203,0,203,203,0,0,0,0,0,215,0,0,215,0,215,215,0,0,0,0,0,0,398,yang--000po-,,yang--000po-,,7,11
67657,0,605,Tohoku Golden Eagles,Ni-Gun League,Yoshino,Soshi,,9,27,29,2003,98,Japan,0,,62,186,172,29,29,2,5,0,0,0,182,386,29,29,29,29,182,44,29,29,29,29,364,44,332,280,347,386,1,0,0,29,29,29,29,110,1,5,12,10,6,10,9,1,3,29,3,0,44,6,3,39,1,62,6,62,1,106,108,8,0,0,0,0,0,0,0,0,0,0,6,550,.134,0,0,1,8,212,1,79000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,94,83,80,100,79,1,1.0000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,yoshin000sos,,yoshin000sos,,62,1
67686,0,605,Tohoku Golden Eagles,Ni-Gun League,Yasuda,Yuma,,55,3,29,2000,98,Japan,0,,85,185,231,29,29,2,98,0,0,0,209,208,29,29,29,29,209,42,29,29,29,29,213,42,207,201,230,208,1,0,0,29,29,29,29,125,1,4,8,9,4,7,6,1,4,29,2,0,42,6,4,35,4,102,6,85,1,75,73,16,0,0,0,0,0,0,0,0,0,0,6,550,.172,0,0,4,16,173,1,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,101,50,99,100,82,1,1.0000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,yasuda000yum,,yasuda000yum,,85,1
67688,0,605,Tohoku Golden Eagles,Ni-Gun League,Tai,Katsutoshi,,59,11,2,2003,98,Japan,0,,1,172,181,2,2,12,15,0,0,0,139,134,2,2,2,2,139,28,2,2,2,2,139,28,7,82,146,134,9,0,0,2,2,2,2,52,9,189,184,191,187,227,280,9,3,2,34,81,28,6,3,45,55,128,6,1,9,10,30,148,150,0,0,0,0,0,0,0,0,0,6,550,.342,0,0,55,148,66,9,75000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,119,48,61,115,81,258,1.0000,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,tai---000kat,,tai---000kat,,1,9
67687,0,605,Tohoku Golden Eagles,Ni-Gun League,Maeda,Ginji,,36,19,22,2003,98,Japan,0,,2,182,216,22,22,7,0,0,0,0,148,295,22,22,22,22,148,40,22,22,22,22,305,40,344,348,316,295,1,0,0,22,22,22,22,123,1,5,7,7,10,6,10,1,3,22,4,0,40,6,3,55,3,69,6,2,1,103,111,10,0,0,0,0,0,0,0,0,0,0,6,550,.148,0,0,3,10,198,1,52500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,118,114,65,93,109,1,1.0000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,maeda-000gin,,maeda-000gin,,2,1
67690,0,605,Tohoku Golden Eagles,Ni-Gun League,Nishigaki,Masaya,,49,21,2,1999,98,Japan,0,,2,184,194,2,2,12,263,0,0,0,100,103,2,2,2,2,100,33,2,2,2,2,100,33,5,80,92,103,10,0,0,2,2,2,2,39,10,260,198,263,200,275,298,10,3,2,37,103,33,6,3,32,25,96,6,2,10,20,47,70,150,0,0,0,0,0,0,0,0,0,6,550,.294,0,0,25,70,83,10,370000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,84,77,114,77,91,379,1.0000,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,nishig000mas,,nishig000mas,,2,10
67711,0,605,Tohoku Golden Eagles,Ni-Gun League,Komori,Kohtaro,,59,30,30,2003,98,Japan,0,,3,173,183,30,30,6,40,0,0,0,198,336,30,30,30,30,198,43,30,30,30,30,404,43,195,276,456,336,2,0,0,30,30,30,30,132,2,13,7,14,7,13,15,2,4,30,4,0,43,6,4,109,1,85,6,3,2,74,83,8,0,0,0,0,0,0,0,0,0,0,6,550,.155,0,0,1,8,163,2,85000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,115,54,94,93,63,1,1.0000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,komori000koh,,komori000koh,,3,2
67710,0,605,Tohoku Golden Eagles,Ni-Gun League,Shibata,Daichi,,41,7,3,1997,98,Japan,0,,2,180,207,3,3,12,20,0,0,0,154,138,3,3,3,3,154,25,3,3,3,3,154,25,10,122,171,138,12,0,0,3,3,3,3,142,12,161,183,162,186,318,106,12,3,3,28,38,25,6,3,43,20,87,6,2,12,16,39,142,200,0,0,0,0,0,0,0,0,0,6,550,.283,0,0,20,142,90,12,90000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,88,108,93,92,87,241,1.0000,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,shibat000dai,,shibat000dai,,2,12
